wall_time_s,sim_time_s,x_m,y_m,yaw_rad,cmd_in_v_mps,cmd_in_w_radps,cmd_out_v_mps,cmd_out_w_radps,status,min_scan_m,collision
31.782198,33.000000,10.458584,-0.000997,0.015316,0.350000,-0.004490,0.324962,0.000000,1,0.732556,0
31.867989,33.000000,10.484609,-0.000599,0.015317,0.350000,-0.004490,0.326005,0.000000,1,0.743219,0
31.951744,33.100000,10.510671,-0.000206,0.015320,0.350000,-0.004543,0.326632,-0.020833,1,0.768517,0
32.035412,33.200000,10.543312,0.000242,0.013673,0.350000,-0.004489,0.327510,-0.020833,1,0.795387,0
32.118752,33.300000,10.571175,0.000610,0.015309,0.350000,-0.004497,0.350000,0.000000,1,0.804898,0
32.200073,33.400000,10.599174,0.001004,0.015319,0.350000,-0.004690,0.350000,0.000000,1,0.838039,0
32.283970,33.500000,10.627178,0.001393,0.015336,0.350000,-0.004747,0.350000,0.000000,1,0.859517,0
32.368261,33.500000,10.655184,0.001797,0.015347,0.350000,-0.004747,0.350000,0.000000,1,0.879385,0
32.452519,33.600000,10.683187,0.002223,0.015343,0.350000,-0.004804,0.350000,0.000000,1,0.902527,0
32.536270,33.700000,10.718188,0.002753,0.015340,0.350000,-0.004858,0.350000,0.000000,1,0.933762,0
32.619635,33.800000,10.746185,0.003179,0.015339,0.350000,-0.004913,0.350000,0.000000,1,0.951789,0
32.702536,33.900000,10.774179,0.003612,0.015338,0.350000,-0.004969,0.350000,0.000000,1,0.979179,0
32.785908,34.000000,10.802171,0.004040,0.015338,0.350000,-0.005026,0.350000,0.000000,1,1.008588,0
32.866602,34.000000,10.830161,0.004463,0.015340,0.350000,-0.005026,0.350000,0.000000,1,1.025446,0
32.948545,34.100000,10.858151,0.004886,0.015343,0.350000,-0.005082,0.350000,0.000000,1,1.055274,0
33.034474,34.200000,10.886145,0.005305,0.015349,0.350000,-0.005139,0.350000,0.000000,1,1.085060,0
33.119990,34.300000,10.921144,0.005830,0.015354,0.350000,-0.005196,0.350000,0.000000,1,1.104323,0
33.201735,34.400000,10.949149,0.006225,0.015368,0.350000,-0.005252,0.350000,0.000000,1,1.133612,0
33.284883,34.500000,10.977153,0.006649,0.015367,0.350000,-0.005308,0.350000,0.000000,1,1.162723,0
33.369699,34.500000,11.005155,0.007070,0.015365,0.350000,-0.005308,0.350000,0.000000,1,1.182445,0
33.452446,34.600000,11.033155,0.007500,0.015363,0.350000,-0.005363,0.350000,0.000000,1,1.211385,0
33.536240,34.700000,11.061153,0.007928,0.015361,0.350000,-0.005418,0.350000,0.000000,1,1.240265,0
33.620630,34.800000,11.096145,0.008468,0.015360,0.350000,-0.005475,0.350000,0.000000,1,1.259251,0
33.702412,34.900000,11.124136,0.008896,0.015361,0.350000,-0.005531,0.350000,0.000000,1,1.290744,0
33.783183,35.000000,11.152125,0.009317,0.015364,0.350000,-0.005587,0.350000,0.000000,1,1.325598,0
33.868610,35.000000,11.180116,0.009742,0.015369,0.350000,-0.005587,0.350000,0.000000,1,1.344478,0
33.953659,35.100000,11.208111,0.010148,0.015373,0.350000,-0.005645,0.350000,0.000000,1,1.372673,0
34.035212,35.200000,11.236112,0.010542,0.015386,0.350000,-0.005700,0.350000,0.000000,1,1.407712,0
34.119484,35.300000,11.271119,0.011031,0.015409,0.350000,-0.005758,0.350000,0.000000,1,1.419188,0
34.200137,35.400000,11.299123,0.011457,0.015406,0.350000,-0.005814,0.350000,0.000000,1,1.456515,0
34.286547,35.500000,11.327124,0.011887,0.015404,0.350000,-0.005869,0.350000,0.000000,1,1.484468,0
34.370109,35.500000,11.355122,0.012320,0.015402,0.350000,-0.005869,0.350000,0.000000,1,1.503379,0
34.452996,35.600000,11.383118,0.012755,0.015401,0.350000,-0.005926,0.350000,0.000000,1,1.540456,0
34.535472,35.700000,11.411112,0.013187,0.015399,0.350000,-0.005982,0.350000,0.000000,1,1.568228,0
34.620428,35.800000,11.446100,0.013718,0.015401,0.350000,-0.006038,0.350000,0.000000,1,1.586221,0
34.702946,35.900000,11.474091,0.014138,0.015405,0.350000,-0.006095,0.350000,0.000000,1,1.623003,0
34.786839,36.000000,11.502083,0.014562,0.015410,0.350000,-0.006152,0.350000,0.000000,1,1.650677,0
34.869733,36.000000,11.530079,0.014980,0.015415,0.350000,-0.006152,0.350000,0.000000,1,1.669313,0
34.950463,36.100000,11.558080,0.015401,0.015418,0.350000,-0.006209,0.350000,0.000000,1,1.705903,0
35.035980,36.200000,11.586086,0.015796,0.015433,0.350000,-0.006265,0.350000,0.000000,1,1.733496,0
35.120569,36.300000,11.621094,0.016306,0.015441,0.350000,-0.006322,0.350000,0.000000,1,1.751343,0
35.203627,36.400000,11.649094,0.016738,0.015438,0.350000,-0.006378,0.350000,0.000000,1,1.788191,0
35.287702,36.500000,11.677092,0.017170,0.015437,0.350000,-0.006434,0.350000,0.000000,1,1.824534,0
35.371603,36.500000,11.705088,0.017600,0.015436,0.350000,-0.006434,0.350000,0.000000,1,1.833799,0
35.455178,36.600000,11.733081,0.018024,0.015433,0.350000,-0.006490,0.350000,0.000000,1,1.870055,0
35.536984,36.700000,11.761071,0.018449,0.015434,0.350000,-0.006545,0.350000,0.000000,1,1.906286,0
35.620650,36.800000,11.796059,0.018985,0.015438,0.350000,-0.006602,0.350000,0.000000,1,1.924389,0
35.702655,36.900000,11.824052,0.019410,0.015443,0.350000,-0.006659,0.350000,0.000000,1,1.951757,0
35.783714,37.000000,11.852050,0.019833,0.015447,0.350000,-0.006717,0.350000,0.000000,1,1.987744,0
35.870071,37.000000,11.880053,0.020239,0.015460,0.350000,-0.006717,0.350000,0.000000,1,2.005797,0
35.954201,37.100000,11.908056,0.020664,0.015460,0.350000,-0.006774,0.350000,0.000000,1,2.041906,0
